activity;case;start;end;type;user
send request for travel expense correction;139;05.01.2017 13:02:00;05.01.2017 13:03:00;;
correct travel expense report;139;09.01.2017 05:59:00;09.01.2017 06:21:00;Employee;WU3070
decide on travel expense approval;139;09.01.2017 12:59:00;09.01.2017 13:01:00;Manager;CV4719
send request for travel expense correction;139;09.01.2017 13:01:00;09.01.2017 13:03:00;;
correct travel expense report;139;10.01.2017 15:17:00;10.01.2017 15:51:00;Employee;WU3070
decide on travel expense approval;139;11.01.2017 12:59:00;11.01.2017 13:01:00;Manager;CV4719
send original documents to archive;139;26.01.2017 05:59:00;26.01.2017 06:04:00;Employee;WU3070
calculate payments;139;30.01.2017 07:59:00;30.01.2017 08:24:00;Accounting;WO40
pay expenses;139;01.02.2017 07:59:00;01.02.2017 08:08:00;Accounting;WO40
upload travel expense documents;141;02.01.2017 06:34:00;02.01.2017 06:46:00;Employee;WQ9024
file travel expense report;141;02.01.2017 06:46:00;02.01.2017 06:55:00;Employee;WQ9024
confirm travel expense report;141;02.01.2017 06:55:00;02.01.2017 06:57:00;Employee;WQ9024
decide on travel expense approval;141;02.01.2017 13:05:00;02.01.2017 13:09:00;Manager;IC4569
send original documents to archive;141;09.01.2017 05:59:00;09.01.2017 06:44:00;Employee;WQ9024
calculate payments;141;02.02.2017 08:18:00;02.02.2017 09:11:00;Accounting;FI12
pay expenses;141;14.02.2017 12:50:00;14.02.2017 13:01:00;Accounting;FI12
calculate payments;142;12.01.2017 06:46:00;16.01.2017 09:44:00;Accounting;GU1789
pay expenses;142;23.01.2017 08:22:00;23.01.2017 08:32:00;Accounting;GU1789
pay expenses;143;13.01.2017 12:32:00;13.01.2017 12:36:00;Accounting;FQ3758
check if expense documents exist;144;12.01.2017 13:09:00;12.01.2017 13:48:00;Employee;TV9271
upload travel expense documents;144;12.01.2017 13:48:00;12.01.2017 14:07:00;Employee;TV9271
file travel expense report;144;12.01.2017 14:07:00;12.01.2017 14:14:00;Employee;TV9271
confirm travel expense report;144;12.01.2017 14:14:00;12.01.2017 14:16:00;Employee;TV9271
decide on travel expense approval;144;13.01.2017 12:59:00;13.01.2017 13:02:00;Manager;TF7102
send original documents to archive;144;16.01.2017 07:28:00;16.01.2017 08:06:00;Employee;TV9271
calculate payments;144;02.02.2017 08:12:00;02.02.2017 08:56:00;Accounting;FQ3758
pay expenses;144;08.02.2017 12:35:00;08.02.2017 12:43:00;Accounting;FQ3758
upload travel expense documents;146;02.01.2017 11:21:00;02.01.2017 11:52:00;Employee;TJ5159
file travel expense report;146;02.01.2017 11:52:00;02.01.2017 11:55:00;Employee;TJ5159
confirm travel expense report;146;02.01.2017 11:55:00;02.01.2017 11:59:00;Employee;TJ5159
decide on travel expense approval;146;02.01.2017 13:12:00;02.01.2017 13:17:00;Manager;CN787
send original documents to archive;146;09.01.2017 05:59:00;09.01.2017 06:30:00;Employee;TJ5159
calculate payments;146;18.01.2017 10:50:00;18.01.2017 11:41:00;Accounting;FQ3758
pay expenses;146;30.01.2017 09:45:00;30.01.2017 09:50:00;Accounting;FQ3758
check if expense documents exist;148;30.01.2017 05:59:00;30.01.2017 06:20:00;Employee;KB279
upload travel expense documents;148;30.01.2017 06:20:00;30.01.2017 06:38:00;Employee;KB279
file travel expense report;148;30.01.2017 06:38:00;30.01.2017 06:44:00;Employee;KB279
confirm travel expense report;148;30.01.2017 06:44:00;30.01.2017 06:45:00;Employee;KB279
decide on travel expense approval;148;30.01.2017 13:05:00;30.01.2017 13:07:00;Manager;MA6233
send request for travel expense correction;148;30.01.2017 13:07:00;30.01.2017 13:08:00;;
correct travel expense report;148;01.02.2017 16:21:00;01.02.2017 17:21:00;Employee;KB279
decide on travel expense approval;148;02.02.2017 12:59:00;02.02.2017 13:03:00;Manager;MA6233
send request for travel expense correction;148;02.02.2017 13:03:00;02.02.2017 13:05:00;;
correct travel expense report;148;09.02.2017 05:59:00;09.02.2017 06:55:00;Employee;KB279
decide on travel expense approval;148;09.02.2017 12:59:00;09.02.2017 13:03:00;Manager;MA6233
send original documents to archive;148;20.02.2017 05:59:00;20.02.2017 06:46:00;Employee;KB279
calculate payments;148;03.03.2017 07:59:00;03.03.2017 08:17:00;Accounting;FQ3758
pay expenses;148;13.03.2017 08:06:00;13.03.2017 08:10:00;Accounting;FQ3758
pay expenses;149;23.01.2017 09:11:00;23.01.2017 09:21:00;Accounting;GR7476
check if expense documents exist;150;23.01.2017 18:43:00;23.01.2017 18:58:00;Employee;DG2973
file travel expense report;150;23.01.2017 18:58:00;23.01.2017 19:10:00;Employee;DG2973
confirm travel expense report;150;23.01.2017 19:10:00;23.01.2017 19:14:00;Employee;DG2973
decide on travel expense approval;150;24.01.2017 12:59:00;24.01.2017 13:00:00;Manager;OX4346
send original documents to archive;150;01.02.2017 12:06:00;01.02.2017 12:59:00;Employee;DG2973
calculate payments;150;23.02.2017 08:06:00;23.02.2017 09:01:00;Accounting;WE5108
pay expenses;150;13.03.2017 09:34:00;13.03.2017 09:44:00;Accounting;WE5108
pay expenses;152;16.01.2017 09:12:00;16.01.2017 09:21:00;Accounting;WE5108
pay expenses;153;04.01.2017 01:39:00;06.01.2017 08:09:00;Accounting;WO40
check if expense documents exist;155;05.01.2017 10:48:00;05.01.2017 11:26:00;Employee;LT5904
file travel expense report;155;05.01.2017 11:26:00;05.01.2017 11:35:00;Employee;LT5904
confirm travel expense report;155;05.01.2017 11:35:00;05.01.2017 11:37:00;Employee;LT5904
decide on travel expense approval;155;05.01.2017 12:59:00;05.01.2017 13:05:00;Manager;OX4346
send original documents to archive;155;23.01.2017 20:52:00;23.01.2017 21:15:00;Employee;LT5904
calculate payments;155;25.01.2017 08:08:00;25.01.2017 08:43:00;Accounting;GU1789
pay expenses;155;01.02.2017 08:09:00;01.02.2017 08:19:00;Accounting;GU1789
pay expenses;158;08.02.2017 08:03:00;08.02.2017 08:11:00;Accounting;WE5108
pay expenses;159;16.01.2017 09:11:00;16.01.2017 09:17:00;Accounting;GR7476
check if expense documents exist;160;31.01.2017 06:51:00;31.01.2017 07:22:00;Employee;MG8921
upload travel expense documents;160;31.01.2017 07:22:00;31.01.2017 07:35:00;Employee;MG8921
file travel expense report;160;31.01.2017 07:35:00;31.01.2017 07:47:00;Employee;MG8921
confirm travel expense report;160;31.01.2017 07:47:00;31.01.2017 07:48:00;Employee;MG8921
decide on travel expense approval;160;31.01.2017 12:59:00;31.01.2017 13:05:00;Manager;MA6233
send original documents to archive;160;06.02.2017 05:59:00;06.02.2017 06:13:00;Employee;MG8921
calculate payments;160;13.03.2017 15:02:00;13.03.2017 15:46:00;Accounting;VA7847
pay expenses;160;15.03.2017 09:02:00;15.03.2017 09:08:00;Accounting;VA7847
pay expenses;161;11.01.2017 07:59:00;11.01.2017 08:08:00;Accounting;VA7847
check if expense documents exist;162;18.01.2017 05:59:00;18.01.2017 06:19:00;Employee;EJ489
upload travel expense documents;162;18.01.2017 06:19:00;18.01.2017 06:39:00;Employee;EJ489
file travel expense report;162;18.01.2017 06:39:00;18.01.2017 06:57:00;Employee;EJ489
confirm travel expense report;162;18.01.2017 06:57:00;18.01.2017 06:58:00;Employee;EJ489
decide on travel expense approval;162;18.01.2017 13:00:00;18.01.2017 13:06:00;Manager;IC4569
send original documents to archive;162;18.01.2017 14:33:00;18.01.2017 15:08:00;Employee;EJ489
calculate payments;162;15.02.2017 08:28:00;15.02.2017 08:55:00;Accounting;VA7847
pay expenses;162;27.02.2017 07:59:00;27.02.2017 08:12:00;Accounting;VA7847
pay expenses;163;23.01.2017 08:18:00;23.01.2017 08:22:00;Accounting;CX8911
send original documents to archive;164;05.01.2017 03:57:00;09.01.2017 06:32:00;Employee;SC954
calculate payments;164;19.01.2017 07:05:00;23.01.2017 09:32:00;Accounting;VA7847
pay expenses;164;01.02.2017 07:59:00;01.02.2017 08:09:00;Accounting;VA7847
pay expenses;165;05.01.2017 07:59:00;05.01.2017 08:07:00;Accounting;FQ3758
pay expenses;168;30.01.2017 07:59:00;30.01.2017 08:07:00;Accounting;WO40
pay expenses;169;16.01.2017 08:36:00;16.01.2017 08:41:00;Accounting;VA7847
pay expenses;170;19.01.2017 11:06:00;19.01.2017 11:12:00;Accounting;GR7476
send original documents to archive;172;09.01.2017 03:46:00;10.01.2017 06:36:00;Employee;GD8003
calculate payments;172;30.01.2017 11:27:00;31.01.2017 13:51:00;Accounting;CX8911
pay expenses;172;21.02.2017 07:59:00;21.02.2017 08:03:00;Accounting;CX8911
check if expense documents exist;173;23.01.2017 05:59:00;23.01.2017 06:09:00;Employee;WC3219
upload travel expense documents;173;23.01.2017 06:09:00;23.01.2017 06:24:00;Employee;WC3219
file travel expense report;173;23.01.2017 06:24:00;23.01.2017 06:29:00;Employee;WC3219
confirm travel expense report;173;23.01.2017 06:29:00;23.01.2017 06:30:00;Employee;WC3219
decide on travel expense approval;173;23.01.2017 12:59:00;23.01.2017 13:01:00;Manager;IC4569
send original documents to archive;173;27.01.2017 08:11:00;27.01.2017 08:34:00;Employee;WC3219
calculate payments;173;13.02.2017 09:33:00;13.02.2017 10:01:00;Accounting;FI12
pay expenses;173;27.02.2017 08:43:00;27.02.2017 08:54:00;Accounting;FI12
pay expenses;174;09.01.2017 09:16:00;09.01.2017 09:21:00;Accounting;GU1789
check if expense documents exist;176;23.01.2017 10:39:00;23.01.2017 11:07:00;Employee;FF2228
upload travel expense documents;176;23.01.2017 11:07:00;23.01.2017 11:20:00;Employee;FF2228
file travel expense report;176;23.01.2017 11:20:00;23.01.2017 11:27:00;Employee;FF2228
confirm travel expense report;176;23.01.2017 11:27:00;23.01.2017 11:29:00;Employee;FF2228
decide on travel expense approval;176;23.01.2017 13:08:00;23.01.2017 13:11:00;Manager;TD8091
send original documents to archive;176;30.01.2017 05:59:00;30.01.2017 06:17:00;Employee;FF2228
calculate payments;176;13.02.2017 09:46:00;13.02.2017 10:01:00;Accounting;VA7847
pay expenses;176;07.03.2017 12:38:00;07.03.2017 12:46:00;Accounting;VA7847
pay expenses;177;09.01.2017 07:59:00;09.01.2017 08:09:00;Accounting;GU1789
send original documents to archive;178;08.01.2017 03:51:00;09.01.2017 06:05:00;Employee;WW43
calculate payments;178;31.01.2017 12:44:00;01.02.2017 15:06:00;Accounting;CX8911
pay expenses;178;17.02.2017 08:06:00;17.02.2017 08:17:00;Accounting;CX8911
check if expense documents exist;180;12.01.2017 10:12:00;12.01.2017 10:47:00;Employee;UL2786
upload travel expense documents;180;12.01.2017 10:47:00;12.01.2017 10:53:00;Employee;UL2786
file travel expense report;180;12.01.2017 10:53:00;12.01.2017 10:57:00;Employee;UL2786
confirm travel expense report;180;12.01.2017 10:57:00;12.01.2017 11:00:00;Employee;UL2786
decide on travel expense approval;180;12.01.2017 13:02:00;12.01.2017 13:07:00;Manager;JH852
send request for travel expense correction;180;12.01.2017 13:07:00;12.01.2017 13:08:00;;
correct travel expense report;180;16.01.2017 05:59:00;16.01.2017 06:08:00;Employee;UL2786
decide on travel expense approval;180;16.01.2017 12:59:00;16.01.2017 13:02:00;Manager;JH852
send original documents to archive;180;24.01.2017 12:01:00;24.01.2017 12:18:00;Employee;UL2786
calculate payments;180;15.02.2017 08:19:00;15.02.2017 08:39:00;Accounting;CX8911
pay expenses;180;28.02.2017 07:59:00;28.02.2017 08:08:00;Accounting;CX8911
pay expenses;181;18.01.2017 08:14:00;18.01.2017 08:26:00;Accounting;GU1789
pay expenses;183;25.01.2017 07:59:00;25.01.2017 08:07:00;Accounting;JH2172
check if expense documents exist;184;01.01.2017 03:49:00;02.01.2017 06:31:00;Employee;XB2350
file travel expense report;184;02.01.2017 06:31:00;02.01.2017 06:35:00;Employee;XB2350
confirm travel expense report;184;02.01.2017 06:35:00;02.01.2017 06:37:00;Employee;XB2350
decide on travel expense approval;184;02.01.2017 13:03:00;02.01.2017 13:07:00;Manager;LV1269
send original documents to archive;184;06.01.2017 09:39:00;06.01.2017 10:03:00;Employee;XB2350
calculate payments;184;31.01.2017 15:29:00;31.01.2017 16:17:00;Accounting;GR7476
pay expenses;184;10.02.2017 14:27:00;10.02.2017 14:39:00;Accounting;GR7476
pay expenses;186;30.01.2017 09:14:00;30.01.2017 09:22:00;Accounting;JH2172
send original documents to archive;187;08.01.2017 03:56:00;12.01.2017 06:15:00;Employee;EH1220
calculate payments;187;12.01.2017 07:14:00;16.01.2017 10:09:00;Accounting;WO40
pay expenses;187;31.01.2017 07:59:00;31.01.2017 08:11:00;Accounting;WO40
check if expense documents exist;188;08.01.2017 06:35:00;09.01.2017 06:15:00;Employee;LM6330
upload travel expense documents;188;09.01.2017 06:15:00;09.01.2017 06:25:00;Employee;LM6330
file travel expense report;188;09.01.2017 06:25:00;09.01.2017 06:35:00;Employee;LM6330
confirm travel expense report;188;09.01.2017 06:35:00;09.01.2017 06:39:00;Employee;LM6330
decide on travel expense approval;188;09.01.2017 13:02:00;09.01.2017 13:06:00;Manager;IC4569
send request for travel expense correction;188;09.01.2017 13:06:00;09.01.2017 13:06:00;;
correct travel expense report;188;10.01.2017 05:59:00;10.01.2017 06:12:00;Employee;LM6330
decide on travel expense approval;188;10.01.2017 12:59:00;10.01.2017 13:03:00;Manager;IC4569
send original documents to archive;188;26.01.2017 21:33:00;26.01.2017 21:54:00;Employee;LM6330
calculate payments;188;20.02.2017 08:42:00;20.02.2017 08:56:00;Accounting;FQ3758
pay expenses;188;06.03.2017 09:31:00;06.03.2017 09:38:00;Accounting;FQ3758
check if expense documents exist;189;11.01.2017 21:39:00;11.01.2017 22:15:00;Employee;AB8024
upload travel expense documents;189;12.01.2017 05:59:00;12.01.2017 06:12:00;Employee;AB8024
file travel expense report;189;12.01.2017 06:12:00;12.01.2017 06:26:00;Employee;AB8024
confirm travel expense report;189;12.01.2017 06:26:00;12.01.2017 06:29:00;Employee;AB8024
decide on travel expense approval;189;12.01.2017 12:59:00;12.01.2017 13:06:00;Manager;OX4346
send request for travel expense correction;189;12.01.2017 13:06:00;12.01.2017 13:06:00;;
correct travel expense report;189;18.01.2017 13:31:00;18.01.2017 14:29:00;Employee;AB8024
decide on travel expense approval;189;19.01.2017 12:59:00;19.01.2017 13:03:00;Manager;OX4346
send request for travel expense correction;189;19.01.2017 13:03:00;19.01.2017 13:04:00;;
correct travel expense report;189;19.01.2017 17:00:00;19.01.2017 17:45:00;Employee;AB8024
decide on travel expense approval;189;20.01.2017 12:59:00;20.01.2017 13:03:00;Manager;OX4346
send original documents to archive;189;06.02.2017 05:59:00;06.02.2017 06:09:00;Employee;AB8024
calculate payments;189;07.02.2017 07:59:00;07.02.2017 08:21:00;Accounting;CX8911
pay expenses;189;22.02.2017 07:59:00;22.02.2017 08:09:00;Accounting;CX8911
pay expenses;191;16.01.2017 08:05:00;16.01.2017 08:10:00;Accounting;CX8911
pay expenses;192;03.01.2017 01:22:00;04.01.2017 08:07:00;Accounting;JH2172
send original documents to archive;193;02.01.2017 03:50:00;04.01.2017 06:38:00;Employee;BX590
calculate payments;193;21.01.2017 06:50:00;23.01.2017 09:50:00;Accounting;GR7476
pay expenses;193;31.01.2017 08:06:00;31.01.2017 08:14:00;Accounting;GR7476
check if expense documents exist;194;06.01.2017 18:25:00;06.01.2017 19:02:00;Employee;KH7319
upload travel expense documents;194;06.01.2017 19:02:00;06.01.2017 19:08:00;Employee;KH7319
file travel expense report;194;06.01.2017 19:08:00;06.01.2017 19:23:00;Employee;KH7319
confirm travel expense report;194;06.01.2017 19:23:00;06.01.2017 19:24:00;Employee;KH7319
decide on travel expense approval;194;09.01.2017 12:59:00;09.01.2017 13:03:00;Manager;AK7488
send original documents to archive;194;26.01.2017 21:21:00;26.01.2017 21:35:00;Employee;KH7319
calculate payments;194;01.02.2017 07:59:00;01.02.2017 08:18:00;Accounting;WE5108
pay expenses;194;24.02.2017 08:10:00;24.02.2017 08:19:00;Accounting;WE5108
check if expense documents exist;195;05.01.2017 09:59:00;05.01.2017 15:25:00;Employee;LJ16
upload travel expense documents;195;05.01.2017 15:25:00;05.01.2017 15:41:00;Employee;LJ16
file travel expense report;195;05.01.2017 15:41:00;05.01.2017 15:54:00;Employee;LJ16
confirm travel expense report;195;05.01.2017 15:54:00;05.01.2017 15:57:00;Employee;LJ16
decide on travel expense approval;195;06.01.2017 12:59:00;06.01.2017 13:05:00;Manager;CN787
send request for travel expense correction;195;06.01.2017 13:05:00;06.01.2017 13:06:00;;
correct travel expense report;195;16.01.2017 05:59:00;16.01.2017 06:46:00;Employee;LJ16
decide on travel expense approval;195;16.01.2017 13:03:00;16.01.2017 13:05:00;Manager;CN787
send request for travel expense correction;195;16.01.2017 13:05:00;16.01.2017 13:06:00;;
correct travel expense report;195;18.01.2017 05:59:00;18.01.2017 06:30:00;Employee;LJ16
decide on travel expense approval;195;18.01.2017 12:59:00;18.01.2017 13:00:00;Manager;CN787
send original documents to archive;195;23.01.2017 05:59:00;23.01.2017 06:24:00;Employee;LJ16
calculate payments;195;06.02.2017 11:39:00;06.02.2017 12:08:00;Accounting;VA7847
pay expenses;195;15.02.2017 07:59:00;15.02.2017 08:05:00;Accounting;VA7847
pay expenses;196;01.01.2017 01:45:00;09.01.2017 08:11:00;Accounting;JH2172
pay expenses;197;16.01.2017 09:14:00;16.01.2017 09:22:00;Accounting;CX8911
check if expense documents exist;199;26.01.2017 05:59:00;26.01.2017 06:52:00;Employee;JO64
file travel expense report;199;26.01.2017 06:52:00;26.01.2017 07:04:00;Employee;JO64
confirm travel expense report;199;26.01.2017 07:04:00;26.01.2017 07:04:00;Employee;JO64
decide on travel expense approval;199;26.01.2017 12:59:00;26.01.2017 13:02:00;Manager;JH852
send request for travel expense correction;199;26.01.2017 13:02:00;26.01.2017 13:04:00;;
correct travel expense report;199;30.01.2017 05:59:00;30.01.2017 06:25:00;Employee;JO64
decide on travel expense approval;199;30.01.2017 13:01:00;30.01.2017 13:05:00;Manager;JH852
send original documents to archive;199;03.02.2017 05:59:00;03.02.2017 06:38:00;Employee;JO64
calculate payments;199;14.02.2017 14:00:00;14.02.2017 14:18:00;Accounting;FQ3758
pay expenses;199;22.02.2017 10:28:00;22.02.2017 10:36:00;Accounting;FQ3758
check if expense documents exist;200;06.01.2017 15:19:00;06.01.2017 16:14:00;Employee;GT2778
upload travel expense documents;200;06.01.2017 16:14:00;06.01.2017 16:25:00;Employee;GT2778
file travel expense report;200;06.01.2017 16:25:00;06.01.2017 16:31:00;Employee;GT2778
confirm travel expense report;200;06.01.2017 16:31:00;06.01.2017 16:31:00;Employee;GT2778
decide on travel expense approval;200;09.01.2017 12:59:00;09.01.2017 13:03:00;Manager;AK7488
send original documents to archive;200;23.01.2017 05:59:00;23.01.2017 06:10:00;Employee;GT2778
calculate payments;200;26.01.2017 07:59:00;26.01.2017 09:01:00;Accounting;JK6642
pay expenses;200;30.01.2017 09:22:00;30.01.2017 09:35:00;Accounting;JK6642
upload travel expense documents;201;03.01.2017 05:59:00;03.01.2017 06:15:00;Employee;UR1632
file travel expense report;201;03.01.2017 06:15:00;03.01.2017 06:19:00;Employee;UR1632
