activity;case;start;end
check if expense documents exist;1470;10.04.2017 06:59;10.04.2017 07:33
file travel expense report;1470;10.04.2017 07:33;10.04.2017 07:40
confirm travel expense report;1470;10.04.2017 07:40;10.04.2017 07:43
decide on travel expense approval;1470;10.04.2017 14:04;10.04.2017 14:06
send request for travel expense correction;1470;10.04.2017 14:06;10.04.2017 14:06
correct travel expense report;1470;12.04.2017 14:19;12.04.2017 14:54
decide on travel expense approval;1470;13.04.2017 13:59;13.04.2017 14:01
send original documents to archive;1470;24.04.2017 06:59;24.04.2017 07:53
calculate payments;1470;15.05.2017 09:06;15.05.2017 09:55
pay expenses;1470;22.05.2017 10:28;22.05.2017 10:35
file travel request;1471;02.01.2017 05:59;02.01.2017 06:03
check if travel request needs preliminary price inquiry;1471;02.01.2017 06:03;02.01.2017 06:04
prepare booking proposal;1471;03.01.2017 15:47;03.01.2017 16:54
send booking proposal to employee;1471;05.01.2017 15:24;05.01.2017 15:29
check booking proposal;1471;05.01.2017 19:50;05.01.2017 19:59
transform price inquiry to travel request;1471;05.01.2017 20:05;05.01.2017 20:06
decide on approval requirements;1471;05.01.2017 20:06;05.01.2017 20:06
forward request to approver;1471;05.01.2017 20:06;05.01.2017 20:07
decide on request;1471;06.01.2017 12:59;06.01.2017 13:03
send request for correction;1471;06.01.2017 13:03;06.01.2017 13:04
correct request;1471;03.02.2017 08:04;03.02.2017 08:35
decide on approval requirements;1471;03.02.2017 08:35;03.02.2017 08:36
forward request to approver;1471;03.02.2017 08:36;03.02.2017 08:36
check if booking is necessary;1471;07.02.2017 12:37;07.02.2017 12:41
check if expense documents exist;1471;12.05.2017 12:04;12.05.2017 12:50
upload travel expense documents;1471;12.05.2017 12:50;12.05.2017 12:58
file travel expense report;1471;12.05.2017 12:58;12.05.2017 13:03
confirm travel expense report;1471;12.05.2017 13:03;12.05.2017 13:04
decide on travel expense approval;1471;12.05.2017 14:01;12.05.2017 14:04
send original documents to archive;1471;22.05.2017 13:01;22.05.2017 13:20
calculate payments;1471;22.06.2017 08:59;22.06.2017 09:34
pay expenses;1471;26.06.2017 09:17;26.06.2017 09:28
file travel request;1472;02.01.2017 05:59;02.01.2017 06:31
check if travel request needs preliminary price inquiry;1472;02.01.2017 06:31;02.01.2017 06:32
decide on approval requirements;1472;02.01.2017 06:32;02.01.2017 06:32
check if booking is necessary;1472;04.01.2017 09:52;04.01.2017 09:54
prepare booking proposal;1472;06.01.2017 10:52;06.01.2017 11:45
send booking proposal to employee;1472;10.01.2017 12:29;10.01.2017 12:30
check booking proposal;1472;10.01.2017 14:56;10.01.2017 15:07
book travel;1472;13.01.2017 09:41;13.01.2017 12:09
check if expense documents exist;1472;13.03.2017 05:59;13.03.2017 06:07
upload travel expense documents;1472;13.03.2017 06:07;13.03.2017 06:22
file travel expense report;1472;13.03.2017 06:22;13.03.2017 06:32
confirm travel expense report;1472;13.03.2017 06:32;13.03.2017 06:36
decide on travel expense approval;1472;13.03.2017 13:01;13.03.2017 13:05
send request for travel expense correction;1472;13.03.2017 13:05;13.03.2017 13:06
correct travel expense report;1472;20.03.2017 05:59;20.03.2017 06:19
decide on travel expense approval;1472;20.03.2017 12:59;20.03.2017 13:04
send original documents to archive;1472;03.04.2017 05:59;03.04.2017 07:06
calculate payments;1472;06.04.2017 11:54;06.04.2017 13:47
pay expenses;1472;25.04.2017 08:59;25.04.2017 09:04
file travel request;1473;02.01.2017 05:59;02.01.2017 06:14
check if travel request needs preliminary price inquiry;1473;02.01.2017 06:14;02.01.2017 06:14
decide on approval requirements;1473;02.01.2017 06:14;02.01.2017 06:15
check if booking is necessary;1473;04.01.2017 08:02;04.01.2017 08:05
prepare booking proposal;1473;06.01.2017 09:28;06.01.2017 11:11
send booking proposal to employee;1473;10.01.2017 12:09;10.01.2017 12:12
check booking proposal;1473;10.01.2017 13:51;10.01.2017 13:52
book travel;1473;13.01.2017 07:59;13.01.2017 09:16
check if expense documents exist;1473;02.02.2017 20:50;02.02.2017 21:14
upload travel expense documents;1473;02.02.2017 21:14;02.02.2017 21:26
file travel expense report;1473;02.02.2017 21:26;02.02.2017 21:38
confirm travel expense report;1473;02.02.2017 21:38;02.02.2017 21:39
decide on travel expense approval;1473;03.02.2017 12:59;03.02.2017 13:04
send original documents to archive;1473;13.02.2017 19:21;13.02.2017 19:38
calculate payments;1473;13.03.2017 10:18;13.03.2017 11:01
pay expenses;1473;03.04.2017 10:04;03.04.2017 11:10
file travel request;1474;02.01.2017 05:59;02.01.2017 06:15
check if travel request needs preliminary price inquiry;1474;02.01.2017 06:15;02.01.2017 06:17
decide on approval requirements;1474;02.01.2017 06:17;02.01.2017 06:17
check if booking is necessary;1474;04.01.2017 08:15;04.01.2017 08:21
check if expense documents exist;1474;30.01.2017 05:59;30.01.2017 06:13
upload travel expense documents;1474;30.01.2017 06:13;30.01.2017 06:16
file travel expense report;1474;30.01.2017 06:16;30.01.2017 06:21
confirm travel expense report;1474;30.01.2017 06:21;30.01.2017 06:22
decide on travel expense approval;1474;30.01.2017 13:00;30.01.2017 13:02
send original documents to archive;1474;13.02.2017 05:59;13.02.2017 06:57
calculate payments;1474;07.03.2017 09:44;07.03.2017 09:54
pay expenses;1474;20.03.2017 08:05;20.03.2017 08:10
file travel request;1475;02.01.2017 05:59;02.01.2017 06:17
check if travel request needs preliminary price inquiry;1475;02.01.2017 06:17;02.01.2017 06:17
prepare booking proposal;1475;04.01.2017 08:10;04.01.2017 08:37
send booking proposal to employee;1475;06.01.2017 10:31;06.01.2017 10:34
check booking proposal;1475;06.01.2017 12:58;06.01.2017 13:01
transform price inquiry to travel request;1475;06.01.2017 13:02;06.01.2017 13:02
decide on approval requirements;1475;06.01.2017 13:02;06.01.2017 13:03
check if booking is necessary;1475;10.01.2017 13:03;10.01.2017 13:09
prepare booking proposal;1475;12.01.2017 15:54;12.01.2017 16:48
send booking proposal to employee;1475;17.01.2017 12:40;17.01.2017 12:43
check booking proposal;1475;17.01.2017 19:10;17.01.2017 19:19
book travel;1475;20.01.2017 11:59;20.01.2017 13:32
check if expense documents exist;1475;14.03.2017 05:59;14.03.2017 06:39
file travel expense report;1475;14.03.2017 06:39;14.03.2017 06:44
confirm travel expense report;1475;14.03.2017 06:44;14.03.2017 06:45
decide on travel expense approval;1475;14.03.2017 12:59;14.03.2017 13:03
send request for travel expense correction;1475;14.03.2017 13:03;14.03.2017 13:04
correct travel expense report;1475;20.03.2017 05:59;20.03.2017 06:32
decide on travel expense approval;1475;20.03.2017 13:01;20.03.2017 13:07
send request for travel expense correction;1475;20.03.2017 13:07;20.03.2017 13:08
correct travel expense report;1475;22.03.2017 13:48;22.03.2017 14:28
decide on travel expense approval;1475;23.03.2017 12:59;23.03.2017 13:00
send original documents to archive;1475;06.04.2017 12:54;06.04.2017 14:01
calculate payments;1475;10.04.2017 09:13;10.04.2017 10:46
pay expenses;1475;12.04.2017 08:59;12.04.2017 09:09
file travel request;1476;02.01.2017 05:59;02.01.2017 06:02
check if travel request needs preliminary price inquiry;1476;02.01.2017 06:02;02.01.2017 06:02
decide on approval requirements;1476;02.01.2017 06:02;02.01.2017 06:03
check if booking is necessary;1476;03.01.2017 15:42;03.01.2017 15:46
prepare booking proposal;1476;05.01.2017 15:03;05.01.2017 15:36
send booking proposal to employee;1476;10.01.2017 08:12;10.01.2017 08:15
check booking proposal;1476;10.01.2017 11:29;10.01.2017 11:33
book travel;1476;12.01.2017 13:33;12.01.2017 15:49
check if expense documents exist;1476;30.01.2017 15:02;30.01.2017 15:10
file travel expense report;1476;30.01.2017 15:10;30.01.2017 15:23
confirm travel expense report;1476;30.01.2017 15:23;30.01.2017 15:26
decide on travel expense approval;1476;31.01.2017 12:59;31.01.2017 13:04
send original documents to archive;1476;07.02.2017 20:10;07.02.2017 20:35
calculate payments;1476;27.03.2017 08:51;27.03.2017 10:16
pay expenses;1476;03.04.2017 11:38;03.04.2017 11:47
file travel request;1477;02.01.2017 05:59;02.01.2017 06:12
check if travel request needs preliminary price inquiry;1477;02.01.2017 06:12;02.01.2017 06:13
prepare booking proposal;1477;04.01.2017 08:02;04.01.2017 09:11
send booking proposal to employee;1477;06.01.2017 10:36;06.01.2017 10:38
check booking proposal;1477;06.01.2017 17:06;06.01.2017 17:09
check if price inquiry is still needed and up to date;1477;11.01.2017 19:27;11.01.2017 19:36
request update of the booking proposal;1477;11.01.2017 19:36;11.01.2017 19:36
prepare booking proposal;1477;16.01.2017 15:23;16.01.2017 17:01
send booking proposal to employee;1477;19.01.2017 11:18;19.01.2017 11:23
check booking proposal;1477;19.01.2017 14:05;19.01.2017 14:05
transform price inquiry to travel request;1477;19.01.2017 14:07;19.01.2017 14:07
decide on approval requirements;1477;19.01.2017 14:07;19.01.2017 14:08
check if booking is necessary;1477;24.01.2017 15:30;24.01.2017 15:31
prepare booking proposal;1477;27.01.2017 11:13;27.01.2017 12:58
send booking proposal to employee;1477;01.02.2017 13:38;01.02.2017 13:41
check booking proposal;1477;01.02.2017 18:22;01.02.2017 18:35
book travel;1477;06.02.2017 10:53;06.02.2017 11:30
check if expense documents exist;1477;22.03.2017 18:44;22.03.2017 19:16
file travel expense report;1477;22.03.2017 19:16;22.03.2017 19:20
confirm travel expense report;1477;22.03.2017 19:20;22.03.2017 19:23
decide on travel expense approval;1477;23.03.2017 12:59;23.03.2017 13:00
send original documents to archive;1477;30.03.2017 13:34;30.03.2017 14:46
calculate payments;1477;24.04.2017 08:51;24.04.2017 10:09
pay expenses;1477;28.04.2017 09:23;28.04.2017 09:29
file travel request;1478;02.01.2017 05:59;02.01.2017 06:10
check if travel request needs preliminary price inquiry;1478;02.01.2017 06:10;02.01.2017 06:11
decide on approval requirements;1478;02.01.2017 06:11;02.01.2017 06:12
check if booking is necessary;1478;04.01.2017 07:59;04.01.2017 08:03
check if expense documents exist;1478;13.03.2017 08:50;13.03.2017 09:34
file travel expense report;1478;13.03.2017 09:34;13.03.2017 09:46
confirm travel expense report;1478;13.03.2017 09:46;13.03.2017 09:48
decide on travel expense approval;1478;13.03.2017 13:10;13.03.2017 13:10
send request for travel expense correction;1478;13.03.2017 13:10;13.03.2017 13:11
correct travel expense report;1478;20.03.2017 05:59;20.03.2017 06:26
decide on travel expense approval;1478;20.03.2017 12:59;20.03.2017 13:00
send original documents to archive;1478;07.04.2017 08:33;07.04.2017 10:08
calculate payments;1478;21.04.2017 08:04;21.04.2017 09:34
pay expenses;1478;25.04.2017 09:12;25.04.2017 09:18
file travel request;1479;02.01.2017 05:59;02.01.2017 06:14
check if travel request needs preliminary price inquiry;1479;02.01.2017 06:14;02.01.2017 06:16
decide on approval requirements;1479;02.01.2017 06:16;02.01.2017 06:17
forward request to approver;1479;02.01.2017 06:17;02.01.2017 06:18
decide on request;1479;02.01.2017 13:01;02.01.2017 13:03
check if booking is necessary;1479;04.01.2017 13:27;04.01.2017 13:28
check if expense documents exist;1479;17.02.2017 21:53;17.02.2017 22:10
file travel expense report;1479;20.02.2017 05:59;20.02.2017 06:09
confirm travel expense report;1479;20.02.2017 06:09;20.02.2017 06:12
decide on travel expense approval;1479;20.02.2017 12:59;20.02.2017 13:03
send request for travel expense correction;1479;20.02.2017 13:03;20.02.2017 13:03
correct travel expense report;1479;20.02.2017 14:04;20.02.2017 14:26
decide on travel expense approval;1479;21.02.2017 12:59;21.02.2017 13:01
send original documents to archive;1479;09.03.2017 21:32;09.03.2017 21:39
calculate payments;1479;16.03.2017 13:18;16.03.2017 13:42
pay expenses;1479;28.03.2017 08:15;28.03.2017 09:26
file travel request;1480;02.01.2017 05:59;02.01.2017 06:17
check if travel request needs preliminary price inquiry;1480;02.01.2017 06:17;02.01.2017 06:19
decide on approval requirements;1480;02.01.2017 06:19;02.01.2017 06:20
check if booking is necessary;1480;04.01.2017 08:43;04.01.2017 08:49
check if expense documents exist;1480;13.04.2017 06:59;13.04.2017 07:37
upload travel expense documents;1480;13.04.2017 07:37;13.04.2017 07:47
file travel expense report;1480;13.04.2017 07:47;13.04.2017 08:00
confirm travel expense report;1480;13.04.2017 08:00;13.04.2017 08:03
decide on travel expense approval;1480;13.04.2017 14:00;13.04.2017 14:04
send request for travel expense correction;1480;13.04.2017 14:04;13.04.2017 14:05
correct travel expense report;1480;17.04.2017 06:59;17.04.2017 08:39
decide on travel expense approval;1480;17.04.2017 14:08;17.04.2017 14:09
send original documents to archive;1480;04.05.2017 12:35;04.05.2017 13:13
calculate payments;1480;05.05.2017 08:59;05.05.2017 09:55
pay expenses;1480;26.05.2017 11:45;26.05.2017 11:54
file travel request;1481;02.01.2017 05:59;02.01.2017 06:20
check if travel request needs preliminary price inquiry;1481;02.01.2017 06:20;02.01.2017 06:21
prepare booking proposal;1481;04.01.2017 08:55;04.01.2017 09:31
send booking proposal to employee;1481;06.01.2017 10:45;06.01.2017 10:47
check booking proposal;1481;06.01.2017 13:51;06.01.2017 13:54
transform price inquiry to travel request;1481;06.01.2017 13:57;06.01.2017 13:57
decide on approval requirements;1481;06.01.2017 13:57;06.01.2017 13:58
check if booking is necessary;1481;10.01.2017 13:55;10.01.2017 14:01
prepare booking proposal;1481;13.01.2017 08:02;13.01.2017 09:48
send booking proposal to employee;1481;17.01.2017 15:47;17.01.2017 15:51
check booking proposal;1481;17.01.2017 19:21;17.01.2017 19:23
book travel;1481;20.01.2017 12:08;20.01.2017 13:15
check if expense documents exist;1481;20.04.2017 06:59;20.04.2017 07:35
file travel expense report;1481;20.04.2017 07:35;20.04.2017 07:40
confirm travel expense report;1481;20.04.2017 07:40;20.04.2017 07:41
decide on travel expense approval;1481;20.04.2017 13:59;20.04.2017 14:00
send original documents to archive;1481;03.05.2017 06:59;03.05.2017 07:03
calculate payments;1481;24.05.2017 08:59;24.05.2017 09:13
pay expenses;1481;06.06.2017 08:59;06.06.2017 09:04
file travel request;1482;02.01.2017 05:59;02.01.2017 06:19
check if travel request needs preliminary price inquiry;1482;02.01.2017 06:19;02.01.2017 06:20
decide on approval requirements;1482;02.01.2017 06:20;02.01.2017 06:21
check if booking is necessary;1482;04.01.2017 08:48;04.01.2017 08:53
check if expense documents exist;1482;10.04.2017 06:59;10.04.2017 07:17
upload travel expense documents;1482;10.04.2017 07:17;10.04.2017 07:42
file travel expense report;1482;10.04.2017 07:42;10.04.2017 07:53
confirm travel expense report;1482;10.04.2017 07:53;10.04.2017 07:56
decide on travel expense approval;1482;10.04.2017 14:06;10.04.2017 14:08
send original documents to archive;1482;17.04.2017 06:59;17.04.2017 07:15
calculate payments;1482;01.05.2017 09:51;01.05.2017 10:26
pay expenses;1482;09.05.2017 08:59;09.05.2017 09:06
file travel request;1483;02.01.2017 06:21;02.01.2017 06:24
check if travel request needs preliminary price inquiry;1483;02.01.2017 06:24;02.01.2017 06:25
decide on approval requirements;1483;02.01.2017 06:25;02.01.2017 06:26
check if booking is necessary;1483;04.01.2017 09:31;04.01.2017 09:35
check if expense documents exist;1483;20.03.2017 05:59;20.03.2017 06:42
upload travel expense documents;1483;20.03.2017 06:42;20.03.2017 06:49
file travel expense report;1483;20.03.2017 06:49;20.03.2017 06:52
confirm travel expense report;1483;20.03.2017 06:52;20.03.2017 06:56
decide on travel expense approval;1483;20.03.2017 13:07;20.03.2017 13:11
send request for travel expense correction;1483;20.03.2017 13:11;20.03.2017 13:13
correct travel expense report;1483;27.03.2017 05:59;27.03.2017 07:15
decide on travel expense approval;1483;27.03.2017 13:59;27.03.2017 14:01
send original documents to archive;1483;17.04.2017 06:59;17.04.2017 07:58
calculate payments;1483;15.05.2017 09:43;15.05.2017 10:36
pay expenses;1483;02.06.2017 09:11;02.06.2017 09:20
file travel request;1484;02.01.2017 07:58;02.01.2017 08:12
check if travel request needs preliminary price inquiry;1484;02.01.2017 08:12;02.01.2017 08:13
decide on approval requirements;1484;02.01.2017 08:13;02.01.2017 08:13
check if booking is necessary;1484;04.01.2017 10:37;04.01.2017 10:38
